id,title,body,category,priority
549,Impossibile connettersi alla VPN,"Non riesco a connettermi tramite VPN da stamattina e lavoro esclusivamente da remoto. Ricevo 'Timeout di connessione' e non posso accedere a nessuna risorsa aziendale. Oggi ho una scadenza per la consegna del progetto al direzione. Situazione bloccante, è urgente. Grazie in anticipo per il riscontro.",Tecnico,alta
550,Bonifico #CNT-0033 non risulta accreditato,"Il bonifico #2024-0654 di 3.750,00 euro del 12 dicembre non risulta accreditato e il fornitore l'azienda partner ha inviato un sollecito formale minacciando di sospendere le consegne se non riceve conferma entro lunedì prossimo. È urgente, non possiamo procedere. Ringrazio per la collaborazione.",Amministrazione,alta
551,"Credenziali scadute, impossibile il reset","Mi è arrivato l'avviso che la password del portale HR scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Non è prioritario, quando avete tempo. Un saluto.",Tecnico,bassa
552,Trattativa prezzo con il fornitore Bianchi,"Per le prossime trattative con l'azienda partner, vorrei capire fino a che percentuale di sconto possiamo arrivare. Nessuna trattativa aperta al momento. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,bassa
553,Segnalazione danni su consegna a Rossi S.r.l.,"Un articolo minore dell'ordine #2024-0871 è arrivato con un'ammaccatura superficiale. Il cliente il fornitore Bianchi non ha chiesto sostituzione ma preferisco annotare l'accaduto. Confidiamo in una risposta rapida per procedere con l'ordine. Non è un problema grave, solo una segnalazione preventiva. Potete contattarmi al mio interno per approfondire.",Commerciale,bassa
554,Nota spese da liquidare,Devo ancora presentare la nota spese della trasferta del 12 dicembre. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. Resto a disposizione per chiarimenti.,Amministrazione,media
555,Posta in arrivo non aggiornata,LE EMAIL NON ARRIVANO SU L'APPLICATIVO HR DA STAMATTINA. HO VERIFICATO DAL TELEFONO E CI SONO MESSAGGI URGENTI DA IL FORNITORE BIANCHI E DAL REPARTO LOGISTICA CHE NECESSITANO RISPOSTA ENTRO OGGI. HO GIÀ PROVATO A CONTATTARE UN COLLEGA. CORDIALI SALUTI.,Tecnico,alta
556,Informazioni tecniche su server rack per Rossi S.r.l.,"il cliente principale chiede informazioni dettagliate su servizi cloud, in particolare sulle specifiche di compatibilità. Sono in fase di valutazione e un riscontro tempestivo ci farebbe fare buona impressione. Stiamo valutando anche offerte alternative sul mercato. Vi ringrazio anticipatamente.",Commerciale,bassa
557,Documenti mancanti per ordine #FT-4471,"Manca la documentazione contabile per l'ordine #2024-1093. La merce è stata spedita ma la fattura non è ancora stata emessa. Chiedo di procedere con la registrazione. Rallenta il lavoro in modo significativo, anche se riesco a procedere.",Amministrazione,bassa
558,Posta in arrivo non aggiornata,"Ogni tanto qualche email su Microsoft Office arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. Anche il cliente principale ci ha contattato per un disservizio simile. Nessuna premura, è solo una segnalazione. Cordiali saluti.",Tecnico,bassa
559,Il applicativo interno non permette di generare documenti,Da un paio di giorni il software gestionale impiega tempi molto lunghi per generare i documenti. Riesco a completare il lavoro ma con rallentamenti evidenti. L'errore 'Errore 500 - Internal Server Error' compare saltuariamente. Il problema sta impattando la generazione dei documenti contabili. Grazie per l'attenzione.,Tecnico,media
560,Backup automatico non eseguito,Segnalo che il report del backup notturno di piattaforma intranet mostra un avviso di tipo informativo. Il backup risulta completato ma con un tempo superiore alla media. Nessun dato sembra compromesso. Il problema sta impattando la generazione dei documenti contabili. Resto in attesa di aggiornamenti.,Tecnico,bassa
561,Anomalia nel cedolino paga di luglio,"Nel cedolino di agosto la voce 'indennità di trasferta' non è presente nonostante la trasferta fosse stata approvata. Immagino sia un ritardo nella registrazione. Chiedo solo conferma. Il problema potrebbe avere impatti sulla operatività del reparto. Quando è comodo per voi, non c'è alcuna premura. Grazie per l'attenzione.",Amministrazione,bassa
562,Mancato accredito del pagamento #FT-3392,Chiedo conferma che il bonifico #2024-0654 del 22 novembre sia stato effettivamente disposto. Il beneficiario non ha segnalato problemi ma vorrei verificare per completezza documentale. Grazie in anticipo per il riscontro.,Amministrazione,bassa
563,Reclamo per merce danneggiata da lo studio Verdi,"Un articolo minore dell'ordine #PED-8821 è arrivato con un'ammaccatura superficiale. Il cliente il fornitore Bianchi non ha chiesto sostituzione ma preferisco annotare l'accaduto. Il budget del cliente è già approvato e sono pronti a procedere. È un dettaglio minore, da gestire quando avete un momento libero. Potete contattarmi al mio interno per approfondire.",Commerciale,bassa
564,Invio nuovo catalogo prezzi necessario,"Il listino prezzi attuale risale al 22 novembre e diversi clienti hanno chiesto la versione aggiornata. Vorrei poter distribuire il nuovo catalogo appena disponibile. Ho già verificato sul sistema di ticketing ma le informazioni sono incomplete. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. In attesa di un vostro riscontro.",Commerciale,media
565,Posta in arrivo non aggiornata,"Ogni tanto qualche email su Power BI arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. I colleghi del logistica confermano lo stesso comportamento. Rimango in attesa, grz",Tecnico,bassa
566,Rinnovo contratto #ORD-2287,"Segnalo che il contratto #PED-8821 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Il sistema ERP registra correttamente il dato, il problema è nel contenuto. Non è prioritario, lo segnalo solo per tenere traccia. Resto a disposizione per chiarimenti.",Amministrazione,bassa
567,Modifica dati personali,Segnalo che il mio numero di telefono nel sistema aziendale non è aggiornato. Non crea problemi operativi ma vorrei correggerlo per uniformità.,Amministrazione,media
568,Aggiornamento dati anagrafici nel sistema,"Segnalo che il mio numero di telefono nel sistema aziendale non è aggiornato. Non crea problemi operativi ma vorrei correggerlo per uniformità. Nessuna premura, è solo una segnalazione. Resto a disposizione per chiarimenti.",Amministrazione,bassa
569,Cliente lamenta problemi con il nostro servizio,"Un cliente ha menzionato di aver avuto qualche difficoltà con il nostro portale online. Non ha fatto un reclamo formale, lo riporto per conoscenza. Il reparto vendite è in copia per conoscenza. Rimango in attesa, grazie.",Commerciale,bassa
570,Errore generazione report dal piattaforma intranet,"Ho notato che il portale aziendale salva i report in un formato leggermente diverso dal solito. Non crea problemi ma lo segnalo. Nessuna premura, è solo una segnalazione. Grazie in anticipo per il riscontro.",Tecnico,bassa
571,Verifica dati,Potete verificare i dati della pratica #2025-0112? La situazione non è grave ma conviene non rimandare troppo.,Commerciale,media
572,Mancato accredito del pagamento #2024-1093,"Il bonifico #2024-0871 di 1.320,50 euro del metà marzo non risulta accreditato e il fornitore il cliente principale ha inviato un sollecito formale minacciando di sospendere le consegne se non riceve conferma entro entro 48 ore. La questione è legata a obblighi normativi in scadenza. È urgente, non possiamo procedere. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,alta
573,Software contabilità bloccato,"Il software di contabilità non si apre, dà errore Accesso negato.",Tecnico,bassa
574,Disservizio sul portale ordini online,"Un cliente ha menzionato che il portale a volte è lento. Non abbiamo avuto altri reclami. Quando avete modo di verificare, con calma. Grazie in anticipo per il riscontro.",Commerciale,bassa
575,Segnalazione danni su consegna a l'azienda partner,"Alcuni articoli dell'ordine #2024-0654 sono arrivati con difetti di lieve entità a il cliente principale. Il cliente chiede la sostituzione delle parti difettose. Il rapporto è buono ma conviene rispondere presto. Il budget del cliente è già approvato e sono pronti a procedere. Per qualsiasi chiarimento, sono disponibile.",Commerciale,media
576,Problemi di rete che impediscono il lavoro,"Da qualche giorno noto una leggera lentezza nella connessione di rete, soprattutto accedendo a software gestionale. Non crea veri problemi ma volevo segnalarlo per un controllo preventivo. È un dettaglio minore, da gestire quando avete un momento libero. Resto a disposizione per chiarimenti.",Tecnico,bassa
577,Informazioni tecniche su server rack per MegaStore Italia,"Per completare il nostro catalogo interno, avrei bisogno delle schede tecniche aggiornate di telefoni VoIP. Non ci sono richieste attive da parte dei clienti. Il reparto marketing ha confermato la disponibilità tecnica. Bassa priorità, non crea problemi operativi. In attesa di un vostro riscontro.",Commerciale,bassa
578,Bonifico #ORD-1145 non risulta accreditato,"Il bonifico #ORD-1145 del 22 novembre non risulta ancora accreditato al beneficiario. L'importo è di 155,20 euro. Non ci sono conseguenze immediate ma vorrei capire se c'è stato un problema nella disposizione. Allego la documentazione a supporto della richiesta. Potete contattarmi al mio interno per approfondire.",Amministrazione,media
579,Errore nell'importo della fattura #2024-0654,"Ho riscontrato una discrepanza nell'importo della fattura #2024-0871: risulta 245,00 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. Non è trascurabile, programmate un intervento. Grazie per l'attenzione.",Amministrazione,media
580,Pagamento #FT-4471 non pervenuto,"Chiedo conferma che il bonifico #2024-1093 del mese scorso sia stato effettivamente disposto. Il beneficiario non ha segnalato problemi ma vorrei verificare per completezza documentale. Non è prioritario, lo segnalo solo per tenere traccia. Grazie per l'attenzione.",Amministrazione,bassa
581,Password scaduta su piattaforma intranet,Mi è arrivato l'avviso che la password del sistema ERP scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Il reparto vendite ha segnalato lo stesso problema. Potete contattarmi al mio interno per approfondire.,Tecnico,bassa
582,Scadenza in arrivo,C'è una scadenza per la pratica #2024-0871.,Tecnico,bassa
583,Offerta commerciale per licenze software,"Per un eventuale ordine futuro, il distributore regionale ha chiesto un'indicazione di prezzo su notebook aziendali. Nessuna premura, stanno solo raccogliendo info preliminari. Bassa priorità, non crea problemi operativi. grz per l'attenzione.",Commerciale,bassa
584,Annullamento ordine #PED-8821,"Per motivi interni, dobbiamo cancellare l'ordine #FT-3392 di GreenTech S.p.A.. La merce non dovrebbe ancora essere spedita. Chiedo conferma dell'annullamento e informazioni sull'eventuale penale. La documentazione contrattuale è stata inviata al cliente. Vorrei una risoluzione entro la settimana se possibile. Grazie in anticipo per il riscontro.",Commerciale,media
585,Richiesta listino aggiornato per GreenTech S.p.A.,"Il listino prezzi attuale risale al fine ottobre e diversi clienti hanno chiesto la versione aggiornata. Vorrei poter distribuire il nuovo catalogo appena disponibile. La situazione non è grave ma conviene non rimandare troppo. Per qualsiasi chiarimento, sono disponibile.",Commerciale,media
586,Modifica dati personali,Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Un saluto.,Amministrazione,media
587,Prestazioni degradate del computer,"HO NOTATO UN LEGGERO CALO DI PRESTAZIONI DEL PC NELLE ULTIME SETTIMANE. IL GESTIONALE IN PARTICOLARE IMPIEGA QUALCHE SECONDO IN PIÙ PER APRIRSI. PER ORA NON È UN PROBLEMA MA POTREBBE PEGGIORARE. RIMANGO IN ATTESA, GRAZIE.",Tecnico,bassa
588,Errore nel caricamento ordini su applicativo interno,Ho notato che il caricamento di nuovi ordini nel CRM è leggermente più lento del solito. Non ci sono errori visibili ma i tempi di risposta sono aumentati rispetto alla settimana scorsa. Il reparto logistica ha segnalato lo stesso problema. Resto in attesa di aggiornamenti.,Tecnico,bassa
589,Modifica dati personali,"Segnalo che il mio numero di telefono nel sistema aziendale non è aggiornato. Non crea problemi operativi ma vorrei correggerlo per uniformità. È un dettaglio minore, da gestire quando avete un momento libero. Rimango in attesa, grazie.",Amministrazione,bassa
590,Connessione al server instabile,"Da qualche giorno noto una leggera lentezza nella connessione di rete, soprattutto accedendo a piattaforma intranet. Non crea veri problemi ma volevo segnalarlo per un controllo preventivo. Nessuna premura, è solo una segnalazione. Vi ringrazio anticipatamente.",Tecnico,bassa
591,Compatibilità switch di rete con sistema del cliente,"Per completare il nostro catalogo interno, avrei bisogno delle schede tecniche aggiornate di servizi cloud. Non ci sono richieste attive da parte dei clienti. Ho già verificato sul portale aziendale ma le informazioni sono incomplete. Ringrazio per la collaborazione.",Commerciale,bassa
592,Nota di credito per reso,"Il cliente ha restituito la merce, serve la nota di credito.",Amministrazione,bassa
593,"Contratto #ORD-2287 in scadenza, rinnovo necessario","Il contratto #ORD-2287 con il cliente principale scade 15 del mese prossimo e non è ancora stato avviato il rinnovo. Se il contratto scade perdiamo le condizioni agevolate e il fornitore ha già comunicato che i prezzi aumenteranno. Il applicativo interno registra correttamente il dato, il problema è nel contenuto. Rimango in attesa, grazie.",Amministrazione,alta
594,Posta in arrivo non aggiornata,"La sincronizzazione email su Teams avviene con ritardi di diverse ore. I messaggi arrivano sul telefono in tempo reale ma sul client desktop sono in ritardo. Ho provato a svuotare la cache senza risultato. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Un saluto.",Tecnico,media
595,Dati dei fornitori obsoleti nel sistema,"Noto che alcune anagrafiche dei fornitori nel portale aziendale hanno campi incompleti. Non crea problemi operativi ma sarebbe bene uniformare. Quando avete modo di verificare, con calma. Ringrazio per la collaborazione.",Amministrazione,bassa
596,Cancellazione ordine #CNT-0033 su richiesta,GreenTech S.p.A. sta valutando se confermare o annullare l'ordine #2024-0871. Per ora è solo un'ipotesi. Vorrei sapere quali sarebbero le condizioni di annullamento nel caso. Grazie in anticipo per il riscontro.,Commerciale,bassa
597,Ordine #2025-0112 senza copertura contabile,"L'ordine #ORD-2287 necessita di approvazione contabile prima della spedizione. Il cliente non ha ancora sollecitato. La questione è legata a obblighi normativi in scadenza. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,media
598,Posta in arrivo non aggiornata,"La sincronizzazione email su il client VPN avviene con ritardi di diverse ore. I messaggi arrivano sul telefono in tempo reale ma sul client desktop sono in ritardo. Ho provato a verificare le credenziali senza risultato. Allego lo screenshot dell'errore per facilitare la diagnosi. Il problema è moderato, riesco a lavorare con qualche disagio.",Tecnico,media
599,Fattura bloccata dal sistema,"Il sistema di ticketing non permette di registrare il documento #2025-0112. Rallenta il lavoro in modo significativo, anche se riesco a procedere.",Tecnico,media
600,Portale clienti lento,Il portale ordini online è più lento del solito. Alcuni clienti hanno segnalato tempi di caricamento lunghi. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Cordiali saluti.,Commerciale,media
601,Impossibile stampare su Epson WorkForce,"La qualità di stampa della Brother HL è peggiorata: le pagine escono con righe orizzontali chiare. Non è prioritario ma per i documenti ufficiali la presentazione non è accettabile. Allego lo screenshot dell'errore per facilitare la diagnosi. Quando avete modo di verificare, con calma. Cordiali saluti.",Tecnico,bassa
602,Scadenza imminente del contratto #2025-0112,"Segnalo che il contratto #CNT-0033 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. La questione è legata a obblighi normativi in scadenza. Potete contattarmi al mio interno per approfondire.",Amministrazione,bassa
603,ERRORE DI CALCOLO NEL SOFTWARE GESTIONALE,"Ho notato un arrotondamento insolito nei calcoli del piattaforma intranet. La differenza è di pochi centesimi e potrebbe essere normale. Segnalo per un eventuale verifica. Anche GreenTech S.p.A. ci ha contattato per un disservizio simile. Non c'è premura, il lavoro procede normalmente. Potete contattarmi al mio interno per approfondire.",Tecnico,bassa
604,Negoziazione termini di pagamento,"Per mia informazione, quali sono le condizioni di pagamento standard che offriamo ai nuovi clienti per stampanti multifunzione? Sto preparando una presentazione commerciale generica. Il reparto assistenza clienti ha confermato la disponibilità tecnica. È una cosa di poco conto, da risolvere con calma. In attesa di un vostro riscontro.",Commerciale,bassa
605,Stampante Canon iR non funzionante,"La Epson WorkForce stampa solo parzialmente i documenti, tagliando la parte destra di ogni foglio. I contratti risultano illeggibili. Per ora invio i documenti via email ma non è sempre possibile. Grazie in anticipo per il riscontro.",Tecnico,media
606,Password scaduta su piattaforma intranet,"Le mie credenziali di accesso al piattaforma documentale sono scadute e il reset non funziona. Non ricevo l'email con il link e senza accesso non posso elaborare i pagamenti dei fornitori in scadenza oggi. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Rimango in attesa, grazie.",Tecnico,alta
607,Bonifico #FT-4471 non risulta accreditato,"Chiedo conferma che il bonifico #2024-0871 del 7 gennaio sia stato effettivamente disposto. Il beneficiario non ha segnalato problemi ma vorrei verificare per completezza documentale. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Non c'è premura, il lavoro procede normalmente. Potete contattarmi al mio interno per approfondire.",Amministrazione,bassa
608,Il portale non accetta nuovi ordini,"Il sistema ERP restituisce 'Accesso negato' quando si tenta di inserire un nuovo ordine. Il problema riguarda tutti gli operatori del reparto e nessun ordine può essere processato da stamattina. I clienti stanno già chiamando. È critico, siamo in piena emergenza. In attesa di un vostro riscontro.",Tecnico,alta
609,Ferie residue non corrispondenti,Il conteggio delle ferie residue sul sistema di ticketing non corrisponde ai miei calcoli. La differenza è di qualche giorno. Chiedo una verifica con i dati del foglio presenze. Vorrei una risoluzione entro la settimana se possibile. Cordiali saluti.,Amministrazione,media
610,Rettifica informazioni anagrafiche,Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Cordiali saluti.,Amministrazione,media
611,Impossibile connettersi alla VPN,"La VPN si disconnette frequentemente, circa ogni mezz'ora. Riesco a riconnettermi ma perdo il lavoro non salvato e le videochiamate si interrompono. Ho provato a riavviare il PC senza miglioramenti. La situazione non è grave ma conviene non rimandare troppo. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,media
612,Problema accesso,"Non riesco ad accedere al sistema ERP. Nessuna premura, è solo una segnalazione.",Commerciale,media
613,Il software gestionale non permette di generare documenti,"Da stamattina il CRM non permette di generare alcun documento. L'intero reparto assistenza clienti è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'File non trovato'. Ho già provato a riavviare il PC senza alcun risultato. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Urgentissimo, il blocco è totale.",Tecnico,alta
614,Lentezza anomala della postazione,Il PC assegnatomi si blocca completamente durante l'elaborazione dei dati di fine mese. Il reparto assistenza clienti aspetta i report e io non riesco nemmeno ad aprire i file necessari. Serve una sostituzione o un intervento immediato. Urgente: rischiamo gravi conseguenze. Grazie per l'attenzione.,Tecnico,alta
615,Cliente lamenta problemi con il nostro servizio.,"Un cliente ha menzionato di aver avuto qualche difficoltà con il nostro portale online. Non ha fatto un reclamo formale, lo riporto per conoscenza. Grazie per l'attenzione.",Commerciale,bassa
616,Errore generazione report dal sistema ERP,"Il sistema di ticketing genera alcune report con dati incompleti. Riesco a correggerle manualmente ma richiede tempo. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Per qualsiasi chiarimento, sono disponibile.",Tecnico,media
617,Errore nel calcolo ferie residue sul portale,Il conteggio delle ferie residue sul sistema di ticketing non corrisponde ai miei calcoli. La differenza è di qualche giorno. Chiedo una verifica con i dati del foglio presenze. Non è un'emergenza ma sarebbe opportuno intervenire a breve. In attesa di un vostro riscontro.,Amministrazione,media
618,Problemi di rete che impediscono il lavoro,"Da qualche giorno noto una leggera lentezza nella conessione di rete, soprattutto accedendo a applicativo interno. Non crea veri problemi ma volevo segnalarlo per un controllo preventivo. Non è prioritario, lo segnalo solo per tenere traccia. Rimango in attesa, grazie.",Tecnico,bassa
619,Prestazioni degradate del computer,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. l'applicativo HR in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. Allego lo screenshot dell'errore per facilitare la diagnosi. Nessuna premura, è solo una segnalazione.",Tecnico,bassa
620,Lentezza anomala della postazione,"HO NOTATO UN LEGGERO CALO DI PRESTAZIONI DEL PC NELLE ULTIME SETTIMANE. IL GESTIONALE IN PARTICOLARE IMPIEGA QUALCHE SECONDO IN PIÙ PER APRIRSI. PER ORA NON È UN PROBLAMA MA POTREBBE PEGGIORARE. IL REPARTO RISORSE UMANE HA SEGNALATO LO STESSO PROBLEMA. NON È PRIORITARIO, LO SEGNALO SOLO PER TENERE TRACCIA. SE SERVONO DETTAGLI AGGIUNTIVI, SONO REPERIBILE VIA EMAIL.",Tecnico,bassa
621,Modifica dati,Serve modificare dei dati nel piattaforma intranet. Non è un'emergenza ma sarebbe opportuno intervenire a breve.,Amministrazione,media
622,Revoca ordine #PED-8821,"Per motivi interni, dobbiamo cancellare l'ordine #ORD-1145 di lo studio Verdi. La merce non dovrebbe ancora essere spedita. Chiedo conferma dell'annullamento e informazioni sull'eventuale penale. Il budget del cliente è già approvato e sono pronti a procedere. Rallenta il lavoro in modo significativo, anche se riesco a procedere.",Commerciale,media
623,Il sistama ERP non permette di generare documenti,"Segnalo che il portale HR talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. Bassa priorità, non crea problemi operativi. Grazie in anticipo per il riscontro.",Tecnico,bassa
624,Portale clienti lento,"Diversi clienti ci stanno chiamando perché il portale ordini è inaccessibile. Stiamo perdendo ordini e la reputazione ne risente. È critico, siamo in piena emergenza. Potete contattarmi al mio interno per approfondire.",Commerciale,alta
625,Modifica dati personali,"Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Il problema potrebbe avere impatti sulla operatività del reparto. La situazione non è grave ma conviene non rimandare troppo. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,media
626,Rettifica informazioni anagrafiche,"Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Grazie per l'attenzione.",Amministrazione,media
627,Richiesta cliente,"il fornitore Bianchi ha fatto una richiesta. Non è prioritario, lo segnalo solo per tenere traccia.",Commerciale,media
628,Stampante Epson WorkForce non funzionante,"La Ricoh SP stampa solo parzialmente i documenti, tagliando la parte destra di ogni foglio. I contratti risultano illeggibili. Per ora invio i documenti via email ma non è sempre possibile. La situazione sta creando ritardi sugli ordini in lavorazione.",Tecnico,media
629,Il portale non calcola correttamente gli importi,"Il applicativo interno sembra calcolare in modo errato alcune voci nei documenti. Ho confrontato con i dati manuali e ci sono discrepanze. Riesco a correggere a mano ma è dispendioso. La situazione sta creando ritardi sugli ordini in lavorazione. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Cordiali saluti.",Tecnico,media
630,Il sistema di ticketing mostra prezzi errati ai clienti,"Il sistema di ticketing espone ai clienti prezzi che non corrispondono al listino aggiornato. Alcuni clienti stanno già ordinando a prezzi sbagliati. Se non correggiamo subito avremo un problema di ricavi significativo. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Per qualsiasi chiarimento, sono disponibile.",Tecnico,media
631,PC aziendale molto lento,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. Microsoft Office in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. I colleghi del assistenza clienti confermano lo stesso comportamento. Non c'è premura, il lavoro procede normalmente. Potete contattarmi al mio interno per approfondire.",Tecnico,bassa
632,Prestazioni degradate del computer,Il PC è diventato molto lento: l'avvio richiede circa 10 minuti e passare da un'applicazione all'altra è frustrante. Riesco a lavorare ma la produttività ne risente parecchio. Grazie in anticipo per il riscontro.,Tecnico,media
633,Cliente lamenta problemi con il nostro servizio,il distributore regionale ci ha contattato per lamentare rallentamenti nell'accesso al portale ordini. Il rapporto è buono ma conviene dare un riscontro per mantenere la fiducia. Ho già verificato sul CRM ma le informazioni sono incomplete. Vorrei una risoluzione entro la settimana se possibile.,Commerciale,media
634,Scadenza imminente del contratto #2024-0654,"Segnalo che il contratto #FT-4471 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. È un dettaglio minore, da gestire quando avete un momento libero. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,bassa
635,Portale clienti lento,"Un cliente ha menzionato che il portale a volte è lento. Non abbiamo avuto altri reclami. Il reparto vendite ha confermato la disponibilità tecnica. Non è un problema grave, solo una segnalazione preventiva. Per qualsiasi chiarimento, sono disponibile.",Commerciale,bassa
636,Accesso negato al piattaforma intranet: reset fallito,"La password del sistema di ticketing è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Rimango in attesa, grazie.",Tecnico,media
637,Anomalia nel cedolino paga di giugno,"Ho notato che le ore di straordinario nel cedolino di gennaio non corrispondono al foglio presenze. La differenza è di alcune ore. Non è drammatico ma vorrei la correzione prima del prossimo cedolino. Il problema è moderato, riesco a lavorare con qualche disagio. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,media
638,Documenti mancanti per ordine #ORD-1145,"Manca la documentazione contabile per l'ordine #2024-0871. La merce è stata spedita ma la fattura non è ancora stata emessa. Chiedo di procedere con la registrazione. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Grazie in anticipo per il riscontro.",Amministrazione,media
639,Errore nel report,Il report del CRM ha dati errati.,Amministrazione,bassa
640,Fattura #2024-1093 con importo non corretto,"Segnalo una piccola incongruenza nella fattura #ORD-1145: una voce secondaria non corrisponde al listino. L'importo totale è sostanzialmente corretto e la scadenza è lontana, ma preferisco annotarlo. Il problema potrebbe avere impatti sulla operatività del reparto. Non c'è premura, il lavoro procede normalmente. Vi ringrazio anticipatamente.",Amministrazione,bassa
641,Blocco emissione documenti dal gestionale SAP,"Da stamattina il software gestionale non permette di generare alcun documento. L'intero reparto acquisti è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'Servizio non disponibile'. Ho già provato a contattare un collega senza alcun risultato. Il problema sta impattando la generazione dei documenti contabili. Per qualsiasi chiarimento, sono disponibile.",Tecnico,media
642,Conteggio ferie errato nel gestionale SAP,Il portale aziendale mostra un residuo ferie errato: risultano molti meno giorni di quanti ne abbia effettivamente. Ho una ferie approvata la prossima settimana e temo che venga revocata se il dato non viene corretto. Resto in attesa di aggiornamenti.,Amministrazione,alta
643,Rinnovo contratto #ORD-2287,"Segnalo che il contratto #ORD-2287 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Grazie in anticipo per il riscontro.",Amministrazione,media
644,Problemi di rete che impediscono il lavoro,"La connessione di rete è caduta completamente e l'intero piano è senza accesso ai servizi aziendali. Non possiamo consultare documenti, inviare email né processare alcuna richiesta. Serve intervento immediato. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Situazione bloccante, è urgente. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,alta
645,Listino prezzi non aggiornato nel portale aziendale,Alcuni prezzi nel portale aziendale sembrano non allineati al listino cartaceo. La differenza è minima. Resto in attesa di aggiornamenti.,Tecnico,bassa
646,Prestazioni degradate del computer,"Il PC è diventato molto lento: l'avvio richiede circa 10 minuti e passare da un'applicazione all'altra è frustrante. Riesco a lavorare ma la produttività ne risente parecchio. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,media
647,Modifica dati personali,"Segnalo che il mio numero di telefono nel sistema aziendale non è aggiornato. Non crea problemi operativi ma vorrei correggerlo per uniformità. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Quando è comodo per voi, non c'è alcuna premura. Un saluto.",Amministrazione,bassa
